BRON/SOURCE:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)/ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)

YYYYMMDD  = datum (YYYY=jaar,MM=maand,DD=dag) / date (YYYY=year,MM=month,DD=day)
HH        = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT / time (HH uur/hour, UT. 12 UT=13 MET, 14 MEZT. Hourly division 05 runs from 04.00 UT to 5.00 UT
DD        = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil, 990=veranderlijk) / Mean wind direction (in degrees) for the 10-minute period preceding the observation time stamp (360=north, 90=east, 180=south, 270=west, 0=calm, 990=variable)
FH        = Windsnelheid (in 0.1 m/s) gemiddeld over het afgelopen uur / Mean wind speed (in 0.1 m/s) for the hour preceding the observation time stamp
FF        = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) for the 10-minute period preceding the observation time stamp
FX        = Hoogste windstoot (3 seconde gemiddelde windsnelheid; in 0.1 m/s) gemeten in het afgelopen uur / Maximum wind gust (3 second mean wind speed; in 0.1 m/s) in the preceding hour
T         = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
TD        = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
P         = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming / Air pressure (in 0.1 hPa) reduced to mean sea level, at the time of observation
VV        = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km) / Horizontal visibility at the time of observation (0=less than 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=more than 70km)
N         = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar) / Cloud cover (in octants), at the time of observation (9=sky invisible)
U         = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming / Relative atmospheric humidity (in percents) at 1.50 m at the time of observation
WW        = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. / Present weather code (00-99), description for the hourly division.
IX        = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen) / Indicator present weather code (1=manned and recorded (using code from visual observations), 2,3=manned and omitted (no significant weather phenomenon to report, not available), 4=automatically recorded (using code from visual observations), 5,6=automatically omitted (no significant weather phenomenon to report, not available), 7=automatically set (using code from automated observations)
M         = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Fog 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
R         = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Rainfall 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
S         = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Snow 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
O         = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Thunder  0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
Y         = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Ice formation 0=no occurrence, 1=occurred during the preceding hour and/or at the time of observation
TZ        = Zeewater temperatuur (in 0.1 graden Celsius) tijdens de waarneming / Sea surface temperature (in 0.1 degrees Celsius) at the time of observation

# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y,   TZ

  208,20210121,   20,  210,  130,  120,  170,   62,   33, 9843,   70,    6,   82,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   21,  200,  110,  100,  140,   62,   33, 9834,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   22,  200,  110,  120,  150,   58,   26, 9825,   75,    8,   79,     ,    5,    0,    0,    0,     ,    0,     
  208,20210121,   23,  200,  100,   90,  150,   53,   26, 9822,   57,    8,   82,   58,    7,    0,    1,    0,     ,    0,     
  208,20210121,   24,  220,   60,   50,   90,   46,   24, 9822,   58,    8,   86,   62,    7,    0,    1,    0,     ,    0,     
  208,20210122,    1,  210,   50,   60,   80,   44,   25, 9816,   67,    8,   87,   51,    7,    0,    1,    0,     ,    0,     
  208,20210122,    2,  220,   60,   60,   80,   43,   28, 9819,   68,    8,   90,   57,    7,    0,    1,    0,     ,    0,     
  208,20210122,    3,  220,   70,   80,   90,   51,   33, 9824,   70,    7,   87,   23,    7,    0,    1,    0,     ,    0,     
  208,20210122,    4,  250,   70,   70,   90,   56,   30, 9831,   66,    3,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,    5,  250,   80,   80,  100,   55,   21, 9838,   66,    4,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,    6,  250,   90,   90,  110,   55,   21, 9842,   66,    1,   78,    1,    7,    0,    0,    0,     ,    0,     
  208,20210122,    7,  250,   90,   90,  120,   55,   13, 9849,   68,    3,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,    8,  240,   90,   80,  120,   52,   21, 9861,   63,    6,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,    9,  250,   90,   90,  110,   55,   19, 9865,   66,    2,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   10,  250,   90,   80,  120,   56,   21, 9875,   64,    2,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   11,  260,   90,  100,  120,   59,   13, 9884,   66,    7,   72,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   12,  260,  100,  100,  130,   58,   16, 9889,   63,    7,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   13,  260,  100,  100,  130,   58,   16, 9892,   64,    7,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   14,  260,  100,  100,  120,   57,   16, 9899,   64,    2,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   15,  250,   90,   90,  120,   56,   13, 9908,   65,    1,   73,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   16,  250,   80,   80,  100,   57,   18, 9917,   64,    7,   75,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   17,  250,   70,   60,   90,   55,   23, 9926,   61,    5,   79,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   18,  240,   60,   60,   80,   52,   22, 9931,   60,    1,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   19,  250,   60,   60,   80,   53,   23, 9934,   63,    5,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   20,  260,   60,   60,   80,   52,   15, 9937,   62,    8,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   21,  210,   50,   60,   70,   38,   15, 9941,   62,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   22,  210,   70,   70,  100,   39,   19, 9944,   64,    7,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   23,  200,   70,   60,   90,   31,   15, 9948,   62,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210122,   24,  200,   80,   80,  110,   33,   23, 9945,   58,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    1,  210,   80,   70,  100,   34,   24, 9942,   57,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    2,  200,   70,   80,   90,   28,   20, 9941,   56,    8,   94,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    3,  190,   80,   70,  100,   27,   17, 9937,   58,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    4,  170,   70,   70,   90,   23,   12, 9932,   57,    8,   92,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    5,  170,   80,   80,  100,   20,   11, 9923,   56,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210123,    6,  180,   90,   90,  110,   23,   14, 9921,   43,    8,   93,   81,    7,    0,    1,    0,     ,    0,     
  208,20210123,    7,  190,  100,  110,  130,   29,   20, 9918,   57,    7,   93,   23,    7,    0,    1,    0,     ,    0,     
  208,20210123,    8,  200,  100,  110,  130,   32,   22, 9918,   57,    7,   93,   23,    7,    0,    1,    0,     ,    0,     
  208,20210123,    9,  210,  100,  110,  130,   38,   25, 9916,   61,    8,   91,   22,    7,    0,    1,    0,     ,    0,     
  208,20210123,   10,  200,  110,  110,  140,   41,   25, 9917,   66,    8,   89,   22,    7,    0,    1,    0,     ,    0,     
  208,20210123,   11,  200,   90,   90,  130,   45,   22, 9918,   70,    7,   85,   22,    7,    0,    1,    0,     ,    0,     
  208,20210123,   12,  230,   80,   80,  100,   44,   22, 9920,   70,    7,   85,   23,    7,    0,    1,    0,     ,    0,     
  208,20210123,   13,  270,   60,   60,   90,   41,   23, 9923,   70,    8,   87,   81,    7,    0,    1,    0,     ,    0,     
  208,20210123,   14,  250,   50,   50,   80,   43,   21, 9924,   70,    7,   85,   23,    7,    0,    1,    0,     ,    0,     
  208,20210123,   15,  250,   60,   60,   80,   43,   12, 9926,   75,    8,   79,    3,    7,    0,    0,    0,     ,    0,     
  208,20210123,   16,  260,   60,   50,   70,   43,   19, 9928,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   17,  290,   50,   40,   60,   41,   14, 9931,   69,    8,   82,   51,    7,    0,    1,    0,     ,    0,     
  208,20210123,   18,  220,   40,   30,   60,   36,   18, 9933,   70,    7,   88,   23,    7,    0,    1,    0,     ,    0,     
  208,20210123,   19,  200,   40,   50,   70,   31,   16, 9934,   70,    7,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   20,  240,   40,   40,   60,   33,   17, 9935,   68,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   21,  260,   30,   20,   60,   37,   15, 9937,   70,    7,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   22,  220,   20,   20,   30,   35,   18, 9937,   70,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   23,  230,   20,   30,   30,   29,   16, 9937,   65,    8,   91,     ,    5,    0,    0,    0,     ,    0,     
  208,20210123,   24,  270,   20,   30,   30,   36,   19, 9937,   70,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    1,  340,   40,   50,   70,   34,   12, 9938,   70,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    2,  350,   40,   30,   50,   36,    6, 9940,   75,    8,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    3,  310,   30,   40,   50,   39,    6, 9942,   75,    8,   79,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    4,  320,   50,   60,   70,   37,    8, 9945,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    5,  300,   50,   50,   60,   41,   16, 9948,   70,    7,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    6,  340,   60,   80,   90,   31,    8, 9950,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,    7,  320,   50,   20,  100,   25,    7, 9959,   70,    8,   88,   23,    7,    0,    1,    0,     ,    0,     
  208,20210124,    8,  360,   20,   20,   40,   31,    8, 9966,   70,    7,   84,   22,    7,    0,    1,    0,     ,    0,     
  208,20210124,    9,  310,   20,   20,   50,   39,   10, 9970,   70,    8,   81,   22,    7,    0,    1,    0,     ,    0,     
  208,20210124,   10,   70,   20,   20,   30,   32,   12, 9976,   65,    7,   86,   51,    7,    0,    1,    0,     ,    0,     
  208,20210124,   11,  280,   60,   10,  100,   22,    2, 9981,   59,    7,   87,   67,    7,    0,    1,    1,     ,    0,     
  208,20210124,   12,  230,   20,   20,   30,   27,   12, 9982,   70,    4,   89,   24,    7,    0,    1,    1,     ,    0,     
  208,20210124,   13,  250,   30,   40,   40,   32,   10, 9978,   70,    1,   85,   23,    7,    0,    1,    0,     ,    0,     
  208,20210124,   14,  250,   40,   30,   60,   33,    3, 9978,   75,    1,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   15,  250,   30,   30,   40,   39,    3, 9982,   75,    7,   77,    3,    7,    0,    0,    0,     ,    0,     
  208,20210124,   16,  250,   30,   30,   50,   35,    6, 9984,   75,    7,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   17,  230,   30,   30,   40,   35,   12, 9984,   70,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   18,  230,   40,   30,   50,   35,    7, 9985,   68,    8,   81,    2,    7,    0,    0,    0,     ,    0,     
  208,20210124,   19,  210,   30,   30,   40,   34,    5, 9986,   70,    7,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   20,  210,   40,   40,   50,   30,    0, 9987,   75,    6,   80,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   21,  240,   40,   40,   50,   31,    3, 9987,   70,    8,   82,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   22,  260,   30,   30,   40,   34,    5, 9988,   70,    7,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   23,  200,   20,   30,   50,   26,   -2, 9991,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210124,   24,  230,   30,   30,   60,   21,    0, 9992,   70,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    1,  250,   30,   30,   40,   30,    4, 9994,   70,    8,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    2,  300,   20,   20,   30,   31,   14, 9998,   64,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    3,  280,   30,   10,   60,   36,  -15, 9999,   80,    8,   69,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    4,  270,   20,   20,   40,   29,    3,10003,   70,    8,   82,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    5,    0,   20,    0,   40,   30,    2,10006,   70,    0,   82,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    6,  220,   20,   30,   40,   23,    3,10009,   70,    1,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    7,  270,   30,   40,   40,   36,   -1,10014,   75,    1,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,    8,  250,   30,   30,   40,   33,    4,10021,   70,    8,   81,   23,    7,    0,    1,    0,     ,    0,     
  208,20210125,    9,  250,   30,   30,   40,   33,    5,10027,   70,    3,   82,    1,    7,    0,    0,    0,     ,    0,     
  208,20210125,   10,  300,   40,   40,   60,   46,  -29,10031,   68,    8,   58,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   11,  280,   40,   40,   50,   49,  -36,10038,   83,    8,   54,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   12,  240,   40,   30,   50,   45,  -10,10041,   80,    8,   67,    2,    7,    0,    0,    0,     ,    0,     
  208,20210125,   13,  220,   40,   50,   60,   45,   -6,10040,   80,    8,   69,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   14,  230,   50,   50,   70,   44,    8,10043,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   15,  230,   50,   50,   70,   45,   11,10043,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   16,  220,   60,   60,   80,   44,    8,10045,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210125,   17,  230,   70,   80,  100,   31,   10,10045,   62,    7,   85,   81,    7,    0,    1,    0,     ,    0,     
  208,20210125,   18,  210,   80,   70,  100,   24,    9,10043,   49,    7,   89,   81,    7,    0,    1,    0,     ,    0,     
  208,20210125,   19,  210,   80,   70,  110,   29,   18,10039,   63,    7,   92,   81,    7,    0,    1,    0,     ,    0,     
  208,20210125,   20,  200,   70,   80,  100,   32,   20,10034,   58,    8,   92,   81,    7,    0,    1,    0,     ,    0,     
  208,20210125,   21,  210,   80,   60,  120,   22,    9,10032,   69,    8,   90,   51,    7,    0,    1,    0,     ,    0,     
  208,20210125,   22,  200,   50,   40,   80,   28,   19,10031,   65,    4,   93,   23,    7,    0,    1,    0,     ,    0,     
  208,20210125,   23,  280,   20,   10,   50,   34,   24,10039,   50,    8,   93,   52,    7,    0,    1,    0,     ,    0,     
  208,20210125,   24,   10,   30,   60,   80,   27,   17,10051,   65,    7,   92,   22,    7,    0,    1,    0,     ,    0,     
  208,20210126,    1,   20,   50,   40,   80,   28,   18,10063,   65,    3,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,    2,   20,   30,   30,   60,   35,   19,10074,   70,    1,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,    3,  990,   10,   10,   30,   36,   20,10086,   70,    7,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,    4,  230,   10,   10,   30,   36,   22,10096,   64,    7,   91,   51,    7,    0,    1,    0,     ,    0,     
  208,20210126,    5,  360,   20,   70,   90,   49,   21,10104,   70,    7,   82,   23,    7,    0,    1,    0,     ,    0,     
  208,20210126,    6,   10,   70,   70,  100,   49,    9,10113,   75,    1,   75,    1,    7,    0,    0,    0,     ,    0,     
  208,20210126,    7,  360,   60,   50,   80,   49,   11,10125,   75,    1,   76,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,    8,  340,   50,   20,  120,   39,    2,10136,   75,    7,   76,   23,    7,    0,    1,    0,     ,    0,     
  208,20210126,    9,  290,   20,   30,   40,   47,   12,10144,   75,    3,   78,    1,    7,    0,    0,    0,     ,    0,     
  208,20210126,   10,  280,   30,   30,   40,   49,   23,10151,   70,    1,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   11,  280,   30,   40,   50,   50,   15,10153,   75,    4,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   12,  290,   40,   60,   70,   49,   13,10150,   75,    7,   77,    3,    7,    0,    0,    0,     ,    0,     
  208,20210126,   13,  270,   40,   40,   60,   51,   14,10153,   75,    7,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   14,  270,   40,   40,   50,   53,   18,10155,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   15,  240,   40,   40,   50,   53,   23,10160,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   16,  260,   40,   40,   60,   50,   26,10158,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   17,  240,   40,   50,   60,   45,   27,10157,   70,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   18,  240,   50,   40,   60,   42,   29,10155,   63,    5,   90,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   19,  230,   50,   50,   60,   40,   29,10153,   65,    8,   92,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   20,  190,   50,   50,   70,   43,   24,10150,   70,    8,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   21,  210,   60,   70,   90,   36,   19,10148,   70,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   22,  210,   70,   70,   90,   34,   16,10144,   70,    8,   88,     ,    5,    0,    0,    0,     ,    0,     
  208,20210126,   23,  200,   70,   80,   90,   31,   22,10134,   58,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210126,   24,  200,   80,   80,  100,   34,   25,10127,   56,    7,   94,   10,    7,    0,    0,    0,     ,    0,     
  208,20210127,    1,  200,   90,   90,  110,   35,   25,10121,   57,    8,   93,   10,    7,    0,    0,    0,     ,    0,     
  208,20210127,    2,  210,  100,  100,  130,   32,   11,10114,   64,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,    3,  200,  100,   90,  130,   29,    7,10107,   67,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,    4,  200,  100,  100,  140,   24,    9,10097,   61,    8,   89,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,    5,  210,   90,   80,  130,   22,   14,10096,   35,    8,   94,   67,    7,    0,    1,    1,     ,    0,     
  208,20210127,    6,  200,   80,   90,  110,   12,    5,10086,   25,    8,   95,   71,    7,    0,    1,    1,     ,    0,     
  208,20210127,    7,  190,   80,   70,  100,   11,    7,10085,   32,    8,   97,   67,    7,    0,    1,    1,     ,    0,     
  208,20210127,    8,  180,   80,   80,  100,   11,    7,10081,   25,    8,   97,   71,    7,    0,    1,    1,     ,    0,     
  208,20210127,    9,  190,   90,  100,  120,   13,    8,10076,   31,    8,   96,   67,    7,    0,    1,    1,     ,    0,     
  208,20210127,   10,  200,   90,   90,  120,   16,   11,10076,   58,    8,   96,   24,    7,    0,    1,    1,     ,    0,     
  208,20210127,   11,  210,   90,   90,  110,   27,   24,10077,   48,    8,   98,   81,    7,    0,    1,    0,     ,    0,     
  208,20210127,   12,  200,   70,   50,  100,   37,   34,10072,   50,    8,   98,   51,    7,    0,    1,    0,     ,    0,     
  208,20210127,   13,  290,   40,   60,   70,   55,   50,10069,   65,    8,   96,   22,    7,    0,    1,    0,     ,    0,     
  208,20210127,   14,  290,   70,   60,  100,   57,   39,10076,   70,    8,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   15,  300,   70,   70,  110,   60,   41,10077,   70,    8,   87,    2,    7,    0,    0,    0,     ,    0,     
  208,20210127,   16,  290,   60,   60,   80,   58,   49,10079,   61,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   17,  280,   50,   60,   70,   59,   53,10080,   60,    8,   95,   22,    7,    0,    1,    0,     ,    0,     
  208,20210127,   18,  300,   70,   70,  110,   54,   48,10082,   60,    8,   95,   23,    7,    0,    1,    0,     ,    0,     
  208,20210127,   19,  290,   60,   50,   80,   60,   50,10084,   65,    8,   93,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   20,  300,   60,   60,   80,   61,   47,10085,   65,    5,   91,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   21,  310,   60,   70,   70,   62,   46,10088,   70,    8,   90,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   22,  330,   60,   50,   70,   62,   40,10091,   70,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   23,  310,   50,   50,   60,   62,   36,10091,   70,    6,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210127,   24,  330,   40,   40,   50,   61,   18,10090,   75,    8,   73,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    1,  340,   40,   30,   40,   59,   30,10087,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    2,   10,   20,   20,   30,   58,   29,10082,   70,    8,   81,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    3,   30,   20,   20,   30,   54,   29,10075,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    4,   50,   30,   30,   40,   55,   28,10069,   70,    8,   83,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    5,  110,   30,   40,   50,   53,   29,10061,   70,    8,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    6,  120,   40,   40,   50,   52,   29,10052,   70,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    7,  110,   40,   50,   60,   49,   29,10044,   70,    8,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    8,  110,   60,   60,   80,   43,   25,10032,   70,    3,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,    9,   90,   70,   70,   90,   46,   23,10031,   70,    5,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   10,  100,   70,   80,  100,   41,   17,10030,   70,    7,   84,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   11,  120,   70,   70,  100,   34,   -6,10032,   75,    0,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   12,  110,   70,   70,   90,   29,  -15,10030,   75,    0,   72,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   13,  100,   80,   80,  110,   29,  -18,10027,   75,    1,   71,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   14,  120,   60,   60,   90,   28,  -12,10027,   75,    8,   74,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   15,  100,   60,   50,   80,   28,   -7,10031,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   16,  110,   50,   50,   60,   26,   -7,10033,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   17,  110,   50,   50,   70,   26,   -9,10038,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   18,  110,   50,   60,   70,   24,  -10,10034,   75,    8,   78,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   19,  100,   60,   70,   80,   24,  -11,10036,   75,    8,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   20,  110,   70,   70,   80,   21,  -13,10031,   75,    7,   77,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   21,  120,   80,   80,  100,   15,   -7,10026,   67,    8,   85,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   22,  120,   90,   90,  110,   17,   -4,10013,   65,    8,   86,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   23,  120,   90,  100,  120,   18,   -1,10004,   61,    8,   87,     ,    5,    0,    0,    0,     ,    0,     
  208,20210128,   24,  120,  100,   90,  120,   18,    6, 9997,   56,    8,   91,   51,    7,    0,    1,    0,     ,    0,     
  208,20210129,    1,  110,   90,   90,  110,   19,   10, 9981,   33,    8,   94,   81,    7,    0,    1,    0,     ,    0,     
  208,20210129,    2,  110,   90,  100,  120,   21,   14, 9964,   30,    8,   94,   23,    7,    0,    1,    0,     ,    0,     
  208,20210129,    3,  110,  100,  100,  130,   17,    8, 9950,   30,    8,   93,   22,    7,    0,    1,    0,     ,    0,     
  208,20210129,    4,  110,  100,  100,  130,   19,   13, 9932,   35,    8,   96,   81,    7,    0,    1,    0,     ,    0,     
  208,20210129,    5,  100,  100,  110,  130,   19,   11, 9920,   40,    8,   94,   67,    7,    0,    1,    1,     ,    0,     
  208,20210129,    6,  100,  100,  110,  140,   21,    9, 9908,   50,    8,   91,   51,    7,    0,    1,    1,     ,    0,     
  208,20210129,    7,  110,  110,  110,  140,   18,    9, 9901,   50,    8,   93,   67,    7,    0,    1,    1,     ,    0,     
  208,20210129,    8,  110,  100,  100,  130,   16,    7, 9898,   57,    8,   93,   81,    7,    0,    1,    1,     ,    0,     
  208,20210129,    9,  120,  110,  100,  140,   17,    9, 9898,   50,    8,   94,   62,    7,    0,    1,    0,     ,    0,     
  208,20210129,   10,  120,   90,   80,  120,   19,   13, 9899,   56,    8,   96,   62,    7,    0,    1,    0,     ,    0,     
  208,20210129,   11,  120,   80,   70,  100,   23,   18, 9899,   42,    8,   96,   62,    7,    0,    1,    1,     ,    0,     
